Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
Immigration status,Unknown,2018,fv1fvol,0.549890669190825,8.568957514984804,0.4575373665048359,0.642243971876814,206,Formal volunteer flag,Volunteer rate,PR,NA,NA
Immigration status,Native-born,2018,fv1fvol,0.3324551784431226,4.403043232037259,0.3037649409840213,0.36114541590222393,1621,Formal volunteer flag,Volunteer rate,QC,NA,NA
Immigration status,Naturalized,2018,fv1fvol,0.27134890113344634,13.477510106555812,0.19967091013194868,0.343026892134944,212,Formal volunteer flag,Volunteer rate,QC,NA,NA
Immigration status,Non-Canadian,2018,fv1fvol,0.33282962961169565,29.986126295905148,0.13721990640462084,0.5284393528187705,45,Formal volunteer flag,Volunteer rate,QC,NA,*
Immigration status,Unknown,2018,fv1fvol,0.3390284473143408,15.55593961097543,0.2356617881004997,0.44239510652818187,135,Formal volunteer flag,Volunteer rate,QC,NA,NA
Marital status,Married/common-law,2018,fv1fvol,0.41611346125326154,1.7854599960648205,0.40155183162926117,0.4306750908772619,9570,Formal volunteer flag,Volunteer rate,CA,NA,
Marital status,Widowed,2018,fv1fvol,0.2995435488192611,5.495061600122008,0.2672823406848769,0.3318047569536453,1421,Formal volunteer flag,Volunteer rate,CA,NA,
Marital status,Separated/divorced,2018,fv1fvol,0.38976487603657295,3.801312636795344,0.36072569393449067,0.41880405813865523,1897,Formal volunteer flag,Volunteer rate,CA,NA,
Marital status,"Single, never married",2018,fv1fvol,0.4240621035395047,3.1975816367983176,0.3974855172747439,0.45063868980426547,3261,Formal volunteer flag,Volunteer rate,CA,NA,
Marital status,Married/common-law,2018,fv1fvol,0.44803162225191046,1.7687343629278924,0.4324999087073124,0.4635633357965085,8414,Formal volunteer flag,Volunteer rate,CA (without QC),NA,
Marital status,Widowed,2018,fv1fvol,0.3366207786971737,5.681428734802824,0.2991367229776427,0.3741048344167047,1257,Formal volunteer flag,Volunteer rate,CA (without QC),NA,
Marital status,Separated/divorced,2018,fv1fvol,0.4051942902086746,4.187997082010083,0.37193463227511925,0.43845394814222993,1643,Formal volunteer flag,Volunteer rate,CA (without QC),NA,
Marital status,"Single, never married",2018,fv1fvol,0.4363904608552229,3.481084402643312,0.4066164122461957,0.46616450946425003,2822,Formal volunteer flag,Volunteer rate,CA (without QC),NA,
Marital status,Married/common-law,2018,fv1fvol,0.46379813641180245,4.369161423445995,0.4240812512851163,0.5035150215384886,881,Formal volunteer flag,Volunteer rate,AB,NA,
Marital status,Widowed,2018,fv1fvol,0.5241500630777698,14.116000872959372,0.3791342339664623,0.6691658921890773,81,Formal volunteer flag,Volunteer rate,AB,NA,
Marital status,Separated/divorced,2018,fv1fvol,0.4730718837892647,10.921770425769584,0.3718048074409491,0.5743389601375802,173,Formal volunteer flag,Volunteer rate,AB,NA,
Marital status,"Single, never married",2018,fv1fvol,0.43067384975938333,10.459948490778617,0.3423808770110434,0.5189668225077233,277,Formal volunteer flag,Volunteer rate,AB,NA,
Marital status,Married/common-law,2018,fv1fvol,0.4734968659727568,2.571261267305021,0.4496346150826189,0.4973591168628947,2441,Formal volunteer flag,Volunteer rate,AT,NA,
Marital status,Widowed,2018,fv1fvol,0.3115589067314636,9.427991505425334,0.2539874200088462,0.36913039345408094,410,Formal volunteer flag,Volunteer rate,AT,NA,
Marital status,Separated/divorced,2018,fv1fvol,0.36993257663612655,7.7033746575987045,0.3140789099559911,0.425786243316262,449,Formal volunteer flag,Volunteer rate,AT,NA,
Marital status,"Single, never married",2018,fv1fvol,0.4217678266687566,6.7104501756062085,0.36629590706095283,0.4772397462765604,748,Formal volunteer flag,Volunteer rate,AT,NA,
Marital status,Married/common-law,2018,fv1fvol,0.4703036008368199,3.964070145315642,0.43376366959806,0.5068435320755798,1275,Formal volunteer flag,Volunteer rate,BC,NA,
Marital status,Widowed,2018,fv1fvol,0.31318654258458273,13.45610497558881,0.23058834889205132,0.39578473627711414,189,Formal volunteer flag,Volunteer rate,BC,NA,
Marital status,Separated/divorced,2018,fv1fvol,0.39592100913141676,9.521039196545976,0.3220386096079379,0.4698034086548956,265,Formal volunteer flag,Volunteer rate,BC,NA,
Marital status,"Single, never married",2018,fv1fvol,0.40280057104015077,8.28277247550831,0.33741018516048,0.46819095691982154,448,Formal volunteer flag,Volunteer rate,BC,NA,
Marital status,Married/common-law,2018,fv1fvol,0.41816886239787915,2.8534680681395046,0.3947819548252163,0.441555769970542,2586,Formal volunteer flag,Volunteer rate,ON,NA,
Marital status,Widowed,2018,fv1fvol,0.30953410646700463,8.485464500511055,0.2580548552540941,0.36101335767991516,362,Formal volunteer flag,Volunteer rate,ON,NA,
Marital status,Separated/divorced,2018,fv1fvol,0.3943791118658459,6.6505420048810855,0.342972493445375,0.4457857302863168,510,Formal volunteer flag,Volunteer rate,ON,NA,
Marital status,"Single, never married",2018,fv1fvol,0.4305572179667354,5.511336764379352,0.38404833443292874,0.4770661015005421,888,Formal volunteer flag,Volunteer rate,ON,NA,
Marital status,Married/common-law,2018,fv1fvol,0.5211181373987004,3.183530598442572,0.4886024223916547,0.553633852405746,1231,Formal volunteer flag,Volunteer rate,PR,NA,
Marital status,Widowed,2018,fv1fvol,0.3530848077576281,10.005437203171518,0.2838438298205343,0.42232578569472196,215,Formal volunteer flag,Volunteer rate,PR,NA,
Marital status,Separated/divorced,2018,fv1fvol,0.4170077343808454,10.62720062217339,0.3301494833073603,0.5038659854543305,246,Formal volunteer flag,Volunteer rate,PR,NA,
Marital status,"Single, never married",2018,fv1fvol,0.5594166473463579,5.684101451461905,0.4970940854068957,0.62173920928582,461,Formal volunteer flag,Volunteer rate,PR,NA,
Marital status,Married/common-law,2018,fv1fvol,0.310256266920284,5.042248651641312,0.2795948011688409,0.34091773267172715,1156,Formal volunteer flag,Volunteer rate,QC,NA,
Marital status,Widowed,2018,fv1fvol,0.19873558459523327,16.440516802476992,0.13469737326537173,0.2627737959250948,164,Formal volunteer flag,Volunteer rate,QC,NA,
Marital status,Separated/divorced,2018,fv1fvol,0.3394729253825815,10.10413444066339,0.2722445912318922,0.4067012595332708,254,Formal volunteer flag,Volunteer rate,QC,NA,
Marital status,"Single, never married",2018,fv1fvol,0.3791232630885009,8.446866126036056,0.31635730885677177,0.44188921732023007,439,Formal volunteer flag,Volunteer rate,QC,NA,
Marital status,Married/common-law,2018,fv1fvol,0.4882790763682323,4.465193941125645,0.44554675044097186,0.5310114022954927,689,Formal volunteer flag,Volunteer rate,10,NL,
Marital status,Widowed,2018,fv1fvol,0.3176434372186325,20.33155451517303,0.19106533990374175,0.4442215345335232,93,Formal volunteer flag,Volunteer rate,10,NL,*
Marital status,Separated/divorced,2018,fv1fvol,0.20893858703404947,21.959685729292534,0.1190110156280344,0.29886615844006453,99,Formal volunteer flag,Volunteer rate,10,NL,*
Marital status,"Single, never married",2018,fv1fvol,0.4916571423554155,10.198776936822364,0.39337863840331594,0.5899356463075152,218,Formal volunteer flag,Volunteer rate,10,NL,
Marital status,Married/common-law,2018,fv1fvol,0.5251445945206242,5.574475745459986,0.4677684950610025,0.582520693980246,426,Formal volunteer flag,Volunteer rate,11,PE,
Marital status,Widowed,2018,fv1fvol,0.2479522797581792,21.999763735340423,0.14103836954501667,0.3548661899713418,79,Formal volunteer flag,Volunteer rate,11,PE,*
Marital status,Separated/divorced,2018,fv1fvol,0.409772583982123,16.890349853510518,0.2741195115297991,0.545425656434447,85,Formal volunteer flag,Volunteer rate,11,PE,*
Marital status,"Single, never married",2018,fv1fvol,0.4507620850327407,11.829612546052063,0.34625012549860884,0.5552740445668725,150,Formal volunteer flag,Volunteer rate,11,PE,
Marital status,Married/common-law,2018,fv1fvol,0.4754714716904827,4.784930792554507,0.4308803685944118,0.5200625747865536,655,Formal volunteer flag,Volunteer rate,12,NS,
Marital status,Widowed,2018,fv1fvol,0.3277455342780493,16.87014829775744,0.2193768565774345,0.4361142119786641,111,Formal volunteer flag,Volunteer rate,12,NS,*
Marital status,Separated/divorced,2018,fv1fvol,0.4694280697038438,10.94788245854399,0.3687007513607329,0.5701553880469548,143,Formal volunteer flag,Volunteer rate,12,NS,
Marital status,"Single, never married",2018,fv1fvol,0.3979006781224542,12.832105872368786,0.29782680592137895,0.4979745503235295,194,Formal volunteer flag,Volunteer rate,12,NS,
Marital status,Married/common-law,2018,fv1fvol,0.45137722444431905,5.025587767026672,0.406916698625283,0.4958377502633551,671,Formal volunteer flag,Volunteer rate,13,NB,
Marital status,Widowed,2018,fv1fvol,0.30053285829034193,15.223306630669159,0.2108624704898699,0.39020324609081397,127,Formal volunteer flag,Volunteer rate,13,NB,
Marital status,Separated/divorced,2018,fv1fvol,0.3361753463643476,14.692302651395247,0.23936900255495613,0.43298169017373905,122,Formal volunteer flag,Volunteer rate,13,NB,
Marital status,"Single, never married",2018,fv1fvol,0.3966428267194766,12.342275900841269,0.3006932758987444,0.4925923775402088,186,Formal volunteer flag,Volunteer rate,13,NB,
Marital status,Married/common-law,2018,fv1fvol,0.310256266920284,5.042248651641312,0.2795948011688409,0.34091773267172715,1156,Formal volunteer flag,Volunteer rate,24,QC,
Marital status,Widowed,2018,fv1fvol,0.19873558459523327,16.440516802476992,0.13469737326537173,0.2627737959250948,164,Formal volunteer flag,Volunteer rate,24,QC,
Marital status,Separated/divorced,2018,fv1fvol,0.3394729253825815,10.10413444066339,0.2722445912318922,0.4067012595332708,254,Formal volunteer flag,Volunteer rate,24,QC,
Marital status,"Single, never married",2018,fv1fvol,0.3791232630885009,8.446866126036056,0.31635730885677177,0.44188921732023007,439,Formal volunteer flag,Volunteer rate,24,QC,
Marital status,Married/common-law,2018,fv1fvol,0.41816886239787915,2.8534680681395046,0.3947819548252163,0.441555769970542,2586,Formal volunteer flag,Volunteer rate,35,ON,
Marital status,Widowed,2018,fv1fvol,0.30953410646700463,8.485464500511055,0.2580548552540941,0.36101335767991516,362,Formal volunteer flag,Volunteer rate,35,ON,
Marital status,Separated/divorced,2018,fv1fvol,0.3943791118658459,6.6505420048810855,0.342972493445375,0.4457857302863168,510,Formal volunteer flag,Volunteer rate,35,ON,
Marital status,"Single, never married",2018,fv1fvol,0.4305572179667354,5.511336764379352,0.38404833443292874,0.4770661015005421,888,Formal volunteer flag,Volunteer rate,35,ON,
Marital status,Married/common-law,2018,fv1fvol,0.4845188522557237,4.788222432120188,0.43904800068038813,0.5299897038310594,645,Formal volunteer flag,Volunteer rate,46,MB,
Marital status,Widowed,2018,fv1fvol,0.376257108816174,13.0637935518948,0.2799181133370095,0.47259610429533855,109,Formal volunteer flag,Volunteer rate,46,MB,
Marital status,Separated/divorced,2018,fv1fvol,0.40378024962990505,15.997276073385134,0.2771786471311327,0.5303818521286774,136,Formal volunteer flag,Volunteer rate,46,MB,
Marital status,"Single, never married",2018,fv1fvol,0.5470154413009188,7.857320529666483,0.46277470639586127,0.6312561762059764,260,Formal volunteer flag,Volunteer rate,46,MB,
Marital status,Married/common-law,2018,fv1fvol,0.5604543301181433,4.123899463418467,0.5151545192276971,0.6057541410085895,586,Formal volunteer flag,Volunteer rate,47,SK,
Marital status,Widowed,2018,fv1fvol,0.3275660387889628,16.27215895811704,0.22309590809929197,0.4320361694786336,106,Formal volunteer flag,Volunteer rate,47,SK,
Marital status,Separated/divorced,2018,fv1fvol,0.4379553180749519,13.75216579181176,0.3199099380123517,0.5560006981375522,110,Formal volunteer flag,Volunteer rate,47,SK,
Marital status,"Single, never married",2018,fv1fvol,0.5752408794036002,7.913969033085929,0.48601472426442893,0.6644670345427716,201,Formal volunteer flag,Volunteer rate,47,SK,
Marital status,Married/common-law,2018,fv1fvol,0.46379813641180245,4.369161423445995,0.4240812512851163,0.5035150215384886,881,Formal volunteer flag,Volunteer rate,48,AB,
Marital status,Widowed,2018,fv1fvol,0.5241500630777698,14.116000872959372,0.3791342339664623,0.6691658921890773,81,Formal volunteer flag,Volunteer rate,48,AB,
Marital status,Separated/divorced,2018,fv1fvol,0.4730718837892647,10.921770425769584,0.3718048074409491,0.5743389601375802,173,Formal volunteer flag,Volunteer rate,48,AB,
Marital status,"Single, never married",2018,fv1fvol,0.43067384975938333,10.459948490778617,0.3423808770110434,0.5189668225077233,277,Formal volunteer flag,Volunteer rate,48,AB,
Marital status,Married/common-law,2018,fv1fvol,0.4703036008368199,3.964070145315642,0.43376366959806,0.5068435320755798,1275,Formal volunteer flag,Volunteer rate,59,BC,
Marital status,Widowed,2018,fv1fvol,0.31318654258458273,13.45610497558881,0.23058834889205132,0.39578473627711414,189,Formal volunteer flag,Volunteer rate,59,BC,
Marital status,Separated/divorced,2018,fv1fvol,0.39592100913141676,9.521039196545976,0.3220386096079379,0.4698034086548956,265,Formal volunteer flag,Volunteer rate,59,BC,
Marital status,"Single, never married",2018,fv1fvol,0.40280057104015077,8.28277247550831,0.33741018516048,0.46819095691982154,448,Formal volunteer flag,Volunteer rate,59,BC,
